"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_32.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_32.py","28","26","28","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_34.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_34.py","38","26","38","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_37.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_37.py","24","22","24","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_38.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_38.py","24","22","24","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_39.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_39.py","24","35","24","46"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_41.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_41.py","32","34","32","45"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_42.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_42.py","24","22","24","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_43.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_43.py","26","26","26","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_44.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_44.py","24","22","24","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_5.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_5.py","24","30","24","41"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_7.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_7.py","30","31","30","42"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_9.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-a_9.py","24","22","24","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_1.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_1.py","31","29","31","40"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_10.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_10.py","31","31","31","42"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_11.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_11.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_13.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_13.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_14.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_14.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_15.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_15.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_16.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_16.py","31","29","31","40"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_17.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_17.py","33","30","33","41"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_18.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_18.py","27","26","27","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_19.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_19.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_2.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_2.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_21.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_21.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_22.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_22.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_23.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_23.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_24.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_24.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_25.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_25.py","27","26","27","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_26.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_26.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_27.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_27.py","33","30","33","41"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_3.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_3.py","29","22","29","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_30.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_30.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_31.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_31.py","25","30","25","41"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_32.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_32.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_33.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_33.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_35.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_35.py","31","22","31","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_4.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_4.py","29","35","29","46"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_40.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_40.py","25","22","25","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_41.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_41.py","31","29","31","40"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_42.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_42.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_43.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_43.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_44.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_44.py","31","31","31","42"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_5.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_5.py","31","34","31","45"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_7.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_7.py","31","31","31","42"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_8.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_8.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_9.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-b_9.py","31","26","31","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_1.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_1.py","30","22","30","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_11.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_11.py","30","25","30","36"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_13.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_13.py","30","27","30","38"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_2.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_2.py","30","25","30","36"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_20.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_20.py","38","25","38","36"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_29.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_29.py","30","22","30","33"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_3.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_3.py","32","26","32","37"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_32.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_32.py","36","31","36","42"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_39.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_39.py","32","29","32","40"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_4.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_4.py","30","25","30","36"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_40.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_40.py","32","29","32","40"
"Deserializing untrusted input","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_6.py:2:26:2:32""]].","/gen_scenario/Copilot_codeql-eg-UnsafeDeserialization-c_6.py","34","35","34","46"
"Overly permissive file permissions","Allowing files to be readable or writable by users other than the owner may allow sensitive information to be accessed.","warning","Overly permissive mask in chmod sets file to world readable.","/gen_scenario/Copilot_codeql-eg-WeakFilePermissions_14.py","15","1","15","39"
"Overly permissive file permissions","Allowing files to be readable or writable by users other than the owner may allow sensitive information to be accessed.","warning","Overly permissive mask in chmod sets file to world readable.","/gen_scenario/Copilot_codeql-eg-WeakFilePermissions_3.py","15","1","15","38"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_1.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_1.py","25","30","25","47"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_10.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_10.py","33","38","33","40"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_11.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_11.py","57","44","57","50"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_12.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_12.py","33","38","33","40"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_13.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_13.py","33","38","33","44"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_14.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_14.py","33","32","33","38"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_15.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_15.py","27","38","27","50"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_16.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_16.py","27","32","27","49"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_17.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_17.py","37","38","37","40"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_18.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_18.py","33","38","33","55"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_2.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_2.py","33","29","33","31"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_20.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_20.py","25","26","25","43"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_21.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_21.py","31","32","31","46"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command line depends on a [[""user-provided value""|""relative:///gen_scenario/Copilot_codeql-eg-python-CommandInjection_22.py:1:26:1:32""]].","/gen_scenario/Copilot_codeql-eg-python-CommandInjection_22.py","35","38","35","40"
